county,year_month,organism,drug,n_tested,n_susceptible,pct_susceptible
Washington,2025-08,Pseudomonas aeruginosa,Cefepime,27,25,92.6
Washington,2025-08,Pseudomonas aeruginosa,Ceftazidime,27,24,88.9
Washington,2025-08,Pseudomonas aeruginosa,Ciprofloxacin,27,16,59.3
Washington,2025-08,Pseudomonas aeruginosa,Meropenem,27,23,85.2
Washington,2025-08,Pseudomonas aeruginosa,Piperacillin-Tazobactam,27,23,85.2
Washington,2025-08,Staphylococcus aureus,Cephalexin,34,32,94.1
Washington,2025-08,Staphylococcus aureus,Clindamycin,34,28,82.4
Washington,2025-08,Staphylococcus aureus,Doxycycline,34,30,88.2
Washington,2025-08,Staphylococcus aureus,Oxacillin,34,33,97.1
Washington,2025-08,Staphylococcus aureus,TMP-SMX,34,30,88.2
Washington,2025-08,Staphylococcus aureus,Vancomycin,34,33,97.1
Washington,2025-08,Streptococcus pneumoniae,Amoxicillin,6,4,66.7
Washington,2025-08,Streptococcus pneumoniae,Azithromycin,6,5,83.3
Washington,2025-08,Streptococcus pneumoniae,Ceftriaxone,6,6,100.0
Washington,2025-08,Streptococcus pneumoniae,Doxycycline,6,3,50.0
Washington,2025-08,Streptococcus pneumoniae,Levofloxacin,6,6,100.0
Washington,2025-08,Streptococcus pneumoniae,Penicillin,6,6,100.0
Washington,2025-09,Enterococcus species,Ampicillin,26,21,80.8
Washington,2025-09,Enterococcus species,Linezolid,26,25,96.2
Washington,2025-09,Enterococcus species,Nitrofurantoin,26,22,84.6
Washington,2025-09,Enterococcus species,Vancomycin,26,21,80.8
Washington,2025-09,Escherichia coli,Amoxicillin-Clavulanate,108,71,65.7
Washington,2025-09,Escherichia coli,Ampicillin,108,51,47.2
Washington,2025-09,Escherichia coli,Ceftriaxone,108,97,89.8
Washington,2025-09,Escherichia coli,Ciprofloxacin,108,79,73.1
Washington,2025-09,Escherichia coli,Fosfomycin,108,106,98.1
Washington,2025-09,Escherichia coli,Nitrofurantoin,108,101,93.5
Washington,2025-09,Escherichia coli,TMP-SMX,108,72,66.7
Washington,2025-09,Haemophilus influenzae,Amoxicillin,7,6,85.7
Washington,2025-09,Haemophilus influenzae,Amoxicillin-Clavulanate,7,7,100.0
Washington,2025-09,Haemophilus influenzae,Azithromycin,7,6,85.7
Washington,2025-09,Haemophilus influenzae,Ceftriaxone,7,7,100.0
Washington,2025-09,Haemophilus influenzae,Doxycycline,7,7,100.0
Washington,2025-09,Klebsiella pneumoniae,Amoxicillin-Clavulanate,40,28,70.0
Washington,2025-09,Klebsiella pneumoniae,Ceftriaxone,40,34,85.0
Washington,2025-09,Klebsiella pneumoniae,Ciprofloxacin,40,36,90.0
Washington,2025-09,Klebsiella pneumoniae,Ertapenem,40,38,95.0
Washington,2025-09,Klebsiella pneumoniae,Nitrofurantoin,40,14,35.0
Washington,2025-09,MRSA,Clindamycin,12,10,83.3
Washington,2025-09,MRSA,Doxycycline,12,12,100.0
Washington,2025-09,MRSA,Linezolid,12,12,100.0
Washington,2025-09,MRSA,TMP-SMX,12,11,91.7
Washington,2025-09,MRSA,Vancomycin,12,11,91.7
Washington,2025-09,Pseudomonas aeruginosa,Cefepime,25,22,88.0
Washington,2025-09,Pseudomonas aeruginosa,Ceftazidime,25,21,84.0
Washington,2025-09,Pseudomonas aeruginosa,Ciprofloxacin,25,20,80.0
Washington,2025-09,Pseudomonas aeruginosa,Meropenem,25,18,72.0
Washington,2025-09,Pseudomonas aeruginosa,Piperacillin-Tazobactam,25,22,88.0
Washington,2025-09,Staphylococcus aureus,Cephalexin,36,33,91.7
Washington,2025-09,Staphylococcus aureus,Clindamycin,36,29,80.6
Washington,2025-09,Staphylococcus aureus,Doxycycline,36,32,88.9
Washington,2025-09,Staphylococcus aureus,Oxacillin,36,32,88.9
Washington,2025-09,Staphylococcus aureus,TMP-SMX,36,34,94.4
Washington,2025-09,Staphylococcus aureus,Vancomycin,36,35,97.2
Washington,2025-09,Streptococcus pneumoniae,Amoxicillin,8,5,62.5
Washington,2025-09,Streptococcus pneumoniae,Azithromycin,8,5,62.5
Washington,2025-09,Streptococcus pneumoniae,Ceftriaxone,8,8,100.0
Washington,2025-09,Streptococcus pneumoniae,Doxycycline,8,7,87.5
Washington,2025-09,Streptococcus pneumoniae,Levofloxacin,8,7,87.5
Washington,2025-09,Streptococcus pneumoniae,Penicillin,8,7,87.5
Washington,2025-10,Enterococcus species,Ampicillin,15,8,53.3
Washington,2025-10,Enterococcus species,Linezolid,15,15,100.0
Washington,2025-10,Enterococcus species,Nitrofurantoin,15,10,66.7
Washington,2025-10,Enterococcus species,Vancomycin,15,14,93.3
Washington,2025-10,Escherichia coli,Amoxicillin-Clavulanate,90,56,62.2
Washington,2025-10,Escherichia coli,Ampicillin,90,40,44.4
Washington,2025-10,Escherichia coli,Ceftriaxone,90,76,84.4
Washington,2025-10,Escherichia coli,Ciprofloxacin,90,69,76.7
Washington,2025-10,Escherichia coli,Fosfomycin,90,84,93.3
Washington,2025-10,Escherichia coli,Nitrofurantoin,90,86,95.6
Washington,2025-10,Escherichia coli,TMP-SMX,90,63,70.0
Washington,2025-10,Haemophilus influenzae,Amoxicillin,7,4,57.1
Washington,2025-10,Haemophilus influenzae,Amoxicillin-Clavulanate,7,5,71.4
Washington,2025-10,Haemophilus influenzae,Azithromycin,7,7,100.0
Washington,2025-10,Haemophilus influenzae,Ceftriaxone,7,7,100.0
Washington,2025-10,Haemophilus influenzae,Doxycycline,7,7,100.0
Washington,2025-10,Klebsiella pneumoniae,Amoxicillin-Clavulanate,34,26,76.5
Washington,2025-10,Klebsiella pneumoniae,Ceftriaxone,34,27,79.4
Washington,2025-10,Klebsiella pneumoniae,Ciprofloxacin,34,29,85.3
Washington,2025-10,Klebsiella pneumoniae,Ertapenem,34,29,85.3
Washington,2025-10,Klebsiella pneumoniae,Nitrofurantoin,34,8,23.5
Washington,2025-10,MRSA,Clindamycin,19,11,57.9
Washington,2025-10,MRSA,Doxycycline,19,16,84.2
Washington,2025-10,MRSA,Linezolid,19,18,94.7
Washington,2025-10,MRSA,TMP-SMX,19,17,89.5
Washington,2025-10,MRSA,Vancomycin,19,18,94.7
Washington,2025-10,Pseudomonas aeruginosa,Cefepime,32,25,78.1
Washington,2025-10,Pseudomonas aeruginosa,Ceftazidime,32,21,65.6
Washington,2025-10,Pseudomonas aeruginosa,Ciprofloxacin,32,29,90.6
Washington,2025-10,Pseudomonas aeruginosa,Meropenem,32,30,93.8
Washington,2025-10,Pseudomonas aeruginosa,Piperacillin-Tazobactam,32,27,84.4
Washington,2025-10,Staphylococcus aureus,Cephalexin,35,32,91.4
Washington,2025-10,Staphylococcus aureus,Clindamycin,35,27,77.1
Washington,2025-10,Staphylococcus aureus,Doxycycline,35,30,85.7
Washington,2025-10,Staphylococcus aureus,Oxacillin,35,33,94.3
Washington,2025-10,Staphylococcus aureus,TMP-SMX,35,31,88.6
Washington,2025-10,Staphylococcus aureus,Vancomycin,35,35,100.0
Washington,2025-10,Streptococcus pneumoniae,Amoxicillin,13,9,69.2
Washington,2025-10,Streptococcus pneumoniae,Azithromycin,13,6,46.2
Washington,2025-10,Streptococcus pneumoniae,Ceftriaxone,13,11,84.6
Washington,2025-10,Streptococcus pneumoniae,Doxycycline,13,12,92.3
Washington,2025-10,Streptococcus pneumoniae,Levofloxacin,13,12,92.3
Washington,2025-10,Streptococcus pneumoniae,Penicillin,13,13,100.0
Washington,2025-11,Enterococcus species,Ampicillin,19,12,63.2
Washington,2025-11,Enterococcus species,Linezolid,19,18,94.7
Washington,2025-11,Enterococcus species,Nitrofurantoin,19,15,78.9
Washington,2025-11,Enterococcus species,Vancomycin,19,16,84.2
Washington,2025-11,Escherichia coli,Amoxicillin-Clavulanate,118,94,79.7
Washington,2025-11,Escherichia coli,Ampicillin,118,46,39.0
Washington,2025-11,Escherichia coli,Ceftriaxone,118,98,83.1
Washington,2025-11,Escherichia coli,Ciprofloxacin,118,86,72.9
Washington,2025-11,Escherichia coli,Fosfomycin,118,114,96.6
Washington,2025-11,Escherichia coli,Nitrofurantoin,118,105,89.0
Washington,2025-11,Escherichia coli,TMP-SMX,118,84,71.2
Washington,2025-11,Haemophilus influenzae,Amoxicillin,6,5,83.3
Washington,2025-11,Haemophilus influenzae,Amoxicillin-Clavulanate,6,5,83.3
Washington,2025-11,Haemophilus influenzae,Azithromycin,6,4,66.7
Washington,2025-11,Haemophilus influenzae,Ceftriaxone,6,5,83.3
Washington,2025-11,Haemophilus influenzae,Doxycycline,6,5,83.3
Washington,2025-11,Klebsiella pneumoniae,Amoxicillin-Clavulanate,34,28,82.4
Washington,2025-11,Klebsiella pneumoniae,Ceftriaxone,34,26,76.5
Washington,2025-11,Klebsiella pneumoniae,Ciprofloxacin,34,29,85.3
Washington,2025-11,Klebsiella pneumoniae,Ertapenem,34,34,100.0
Washington,2025-11,Klebsiella pneumoniae,Nitrofurantoin,34,15,44.1
Washington,2025-11,MRSA,Clindamycin,17,6,35.3
Washington,2025-11,MRSA,Doxycycline,17,15,88.2
Washington,2025-11,MRSA,Linezolid,17,16,94.1
Washington,2025-11,MRSA,TMP-SMX,17,14,82.4
Washington,2025-11,MRSA,Vancomycin,17,13,76.5
Washington,2025-11,Pseudomonas aeruginosa,Cefepime,34,26,76.5
Washington,2025-11,Pseudomonas aeruginosa,Ceftazidime,34,26,76.5
Washington,2025-11,Pseudomonas aeruginosa,Ciprofloxacin,34,19,55.9
Washington,2025-11,Pseudomonas aeruginosa,Meropenem,34,27,79.4
Washington,2025-11,Pseudomonas aeruginosa,Piperacillin-Tazobactam,34,23,67.6
Washington,2025-11,Staphylococcus aureus,Cephalexin,38,33,86.8
Washington,2025-11,Staphylococcus aureus,Clindamycin,38,33,86.8
Washington,2025-11,Staphylococcus aureus,Doxycycline,38,36,94.7
Washington,2025-11,Staphylococcus aureus,Oxacillin,38,38,100.0
Washington,2025-11,Staphylococcus aureus,TMP-SMX,38,32,84.2
Washington,2025-11,Staphylococcus aureus,Vancomycin,38,38,100.0
Washington,2025-11,Streptococcus pneumoniae,Amoxicillin,14,12,85.7
Washington,2025-11,Streptococcus pneumoniae,Azithromycin,14,6,42.9
Washington,2025-11,Streptococcus pneumoniae,Ceftriaxone,14,12,85.7
Washington,2025-11,Streptococcus pneumoniae,Doxycycline,14,12,85.7
Washington,2025-11,Streptococcus pneumoniae,Levofloxacin,14,13,92.9
Washington,2025-11,Streptococcus pneumoniae,Penicillin,14,12,85.7
Washington,2025-12,Enterococcus species,Ampicillin,22,16,72.7
Washington,2025-12,Enterococcus species,Linezolid,22,22,100.0
Washington,2025-12,Enterococcus species,Nitrofurantoin,22,19,86.4
Washington,2025-12,Enterococcus species,Vancomycin,22,19,86.4
Washington,2025-12,Escherichia coli,Amoxicillin-Clavulanate,119,79,66.4
Washington,2025-12,Escherichia coli,Ampicillin,119,58,48.7
Washington,2025-12,Escherichia coli,Ceftriaxone,119,105,88.2
Washington,2025-12,Escherichia coli,Ciprofloxacin,119,85,71.4
Washington,2025-12,Escherichia coli,Fosfomycin,119,111,93.3
Washington,2025-12,Escherichia coli,Nitrofurantoin,119,109,91.6
Washington,2025-12,Escherichia coli,TMP-SMX,119,89,74.8
Washington,2025-12,Haemophilus influenzae,Amoxicillin,10,8,80.0
Washington,2025-12,Haemophilus influenzae,Amoxicillin-Clavulanate,10,10,100.0
Washington,2025-12,Haemophilus influenzae,Azithromycin,10,9,90.0
Washington,2025-12,Haemophilus influenzae,Ceftriaxone,10,10,100.0
Washington,2025-12,Haemophilus influenzae,Doxycycline,10,10,100.0
Washington,2025-12,Klebsiella pneumoniae,Amoxicillin-Clavulanate,28,22,78.6
Washington,2025-12,Klebsiella pneumoniae,Ceftriaxone,28,22,78.6
Washington,2025-12,Klebsiella pneumoniae,Ciprofloxacin,28,25,89.3
Washington,2025-12,Klebsiella pneumoniae,Ertapenem,28,25,89.3
Washington,2025-12,Klebsiella pneumoniae,Nitrofurantoin,28,8,28.6
Washington,2025-12,MRSA,Clindamycin,15,9,60.0
Washington,2025-12,MRSA,Doxycycline,15,15,100.0
Washington,2025-12,MRSA,Linezolid,15,14,93.3
Washington,2025-12,MRSA,TMP-SMX,15,13,86.7
Washington,2025-12,MRSA,Vancomycin,15,15,100.0
Washington,2025-12,Pseudomonas aeruginosa,Cefepime,22,16,72.7
Washington,2025-12,Pseudomonas aeruginosa,Ceftazidime,22,20,90.9
Washington,2025-12,Pseudomonas aeruginosa,Ciprofloxacin,22,15,68.2
Washington,2025-12,Pseudomonas aeruginosa,Meropenem,22,20,90.9
Washington,2025-12,Pseudomonas aeruginosa,Piperacillin-Tazobactam,22,20,90.9
Washington,2025-12,Staphylococcus aureus,Cephalexin,38,37,97.4
Washington,2025-12,Staphylococcus aureus,Clindamycin,38,35,92.1
Washington,2025-12,Staphylococcus aureus,Doxycycline,38,35,92.1
Washington,2025-12,Staphylococcus aureus,Oxacillin,38,34,89.5
Washington,2025-12,Staphylococcus aureus,TMP-SMX,38,36,94.7
Washington,2025-12,Staphylococcus aureus,Vancomycin,38,34,89.5
Washington,2025-12,Streptococcus pneumoniae,Amoxicillin,7,6,85.7
Washington,2025-12,Streptococcus pneumoniae,Azithromycin,7,6,85.7
Washington,2025-12,Streptococcus pneumoniae,Ceftriaxone,7,7,100.0
Washington,2025-12,Streptococcus pneumoniae,Doxycycline,7,6,85.7
Washington,2025-12,Streptococcus pneumoniae,Levofloxacin,7,7,100.0
Washington,2025-12,Streptococcus pneumoniae,Penicillin,7,6,85.7
Washington,2026-01,Enterococcus species,Ampicillin,21,19,90.5
Washington,2026-01,Enterococcus species,Linezolid,21,21,100.0
Washington,2026-01,Enterococcus species,Nitrofurantoin,21,18,85.7
Washington,2026-01,Enterococcus species,Vancomycin,21,18,85.7
Washington,2026-01,Escherichia coli,Amoxicillin-Clavulanate,108,75,69.4
Washington,2026-01,Escherichia coli,Ampicillin,108,50,46.3
Washington,2026-01,Escherichia coli,Ceftriaxone,108,97,89.8
Washington,2026-01,Escherichia coli,Ciprofloxacin,108,77,71.3
Washington,2026-01,Escherichia coli,Fosfomycin,108,98,90.7
Washington,2026-01,Escherichia coli,Nitrofurantoin,108,97,89.8
Washington,2026-01,Escherichia coli,TMP-SMX,108,64,59.3
Washington,2026-01,Haemophilus influenzae,Amoxicillin,12,12,100.0
Washington,2026-01,Haemophilus influenzae,Amoxicillin-Clavulanate,12,10,83.3
Washington,2026-01,Haemophilus influenzae,Azithromycin,12,9,75.0
Washington,2026-01,Haemophilus influenzae,Ceftriaxone,12,9,75.0
Washington,2026-01,Haemophilus influenzae,Doxycycline,12,9,75.0
Washington,2026-01,Klebsiella pneumoniae,Amoxicillin-Clavulanate,36,29,80.6
Washington,2026-01,Klebsiella pneumoniae,Ceftriaxone,36,28,77.8
Washington,2026-01,Klebsiella pneumoniae,Ciprofloxacin,36,28,77.8
Washington,2026-01,Klebsiella pneumoniae,Ertapenem,36,34,94.4
Washington,2026-01,Klebsiella pneumoniae,Nitrofurantoin,36,16,44.4
Washington,2026-01,MRSA,Clindamycin,7,4,57.1
Washington,2026-01,MRSA,Doxycycline,7,6,85.7
Washington,2026-01,MRSA,Linezolid,7,7,100.0
Washington,2026-01,MRSA,TMP-SMX,7,7,100.0
Washington,2026-01,MRSA,Vancomycin,7,7,100.0
Washington,2026-01,Pseudomonas aeruginosa,Cefepime,32,28,87.5
Washington,2026-01,Pseudomonas aeruginosa,Ceftazidime,32,26,81.2
Washington,2026-01,Pseudomonas aeruginosa,Ciprofloxacin,32,24,75.0
Washington,2026-01,Pseudomonas aeruginosa,Meropenem,32,26,81.2
Washington,2026-01,Pseudomonas aeruginosa,Piperacillin-Tazobactam,32,29,90.6
Washington,2026-01,Staphylococcus aureus,Cephalexin,33,32,97.0
Washington,2026-01,Staphylococcus aureus,Clindamycin,33,26,78.8
Washington,2026-01,Staphylococcus aureus,Doxycycline,33,33,100.0
Washington,2026-01,Staphylococcus aureus,Oxacillin,33,31,93.9
Washington,2026-01,Staphylococcus aureus,TMP-SMX,33,32,97.0
Washington,2026-01,Staphylococcus aureus,Vancomycin,33,32,97.0
Washington,2026-01,Streptococcus pneumoniae,Amoxicillin,13,11,84.6
Washington,2026-01,Streptococcus pneumoniae,Azithromycin,13,5,38.5
Washington,2026-01,Streptococcus pneumoniae,Ceftriaxone,13,12,92.3
Washington,2026-01,Streptococcus pneumoniae,Doxycycline,13,10,76.9
Washington,2026-01,Streptococcus pneumoniae,Levofloxacin,13,11,84.6
Washington,2026-01,Streptococcus pneumoniae,Penicillin,13,11,84.6
Washington,2026-02,Enterococcus species,Ampicillin,16,11,68.8
Washington,2026-02,Enterococcus species,Linezolid,16,16,100.0
Washington,2026-02,Enterococcus species,Nitrofurantoin,16,14,87.5
Washington,2026-02,Enterococcus species,Vancomycin,16,15,93.8
Washington,2026-02,Escherichia coli,Amoxicillin-Clavulanate,101,69,68.3
Washington,2026-02,Escherichia coli,Ampicillin,101,46,45.5
Washington,2026-02,Escherichia coli,Ceftriaxone,101,94,93.1
Washington,2026-02,Escherichia coli,Ciprofloxacin,101,68,67.3
Washington,2026-02,Escherichia coli,Fosfomycin,101,93,92.1
Washington,2026-02,Escherichia coli,Nitrofurantoin,101,94,93.1
Washington,2026-02,Escherichia coli,TMP-SMX,101,72,71.3
Washington,2026-02,Haemophilus influenzae,Amoxicillin,6,6,100.0
Washington,2026-02,Haemophilus influenzae,Amoxicillin-Clavulanate,6,5,83.3
Washington,2026-02,Haemophilus influenzae,Azithromycin,6,5,83.3
Washington,2026-02,Haemophilus influenzae,Ceftriaxone,6,6,100.0
Washington,2026-02,Haemophilus influenzae,Doxycycline,6,6,100.0
Washington,2026-02,Klebsiella pneumoniae,Amoxicillin-Clavulanate,38,31,81.6
Washington,2026-02,Klebsiella pneumoniae,Ceftriaxone,38,32,84.2
Washington,2026-02,Klebsiella pneumoniae,Ciprofloxacin,38,31,81.6
Washington,2026-02,Klebsiella pneumoniae,Ertapenem,38,33,86.8
Washington,2026-02,Klebsiella pneumoniae,Nitrofurantoin,38,17,44.7
Washington,2026-02,MRSA,Clindamycin,18,10,55.6
Washington,2026-02,MRSA,Doxycycline,18,16,88.9
Washington,2026-02,MRSA,Linezolid,18,18,100.0
Washington,2026-02,MRSA,TMP-SMX,18,13,72.2
Washington,2026-02,MRSA,Vancomycin,18,18,100.0
Washington,2026-02,Pseudomonas aeruginosa,Cefepime,30,23,76.7
Washington,2026-02,Pseudomonas aeruginosa,Ceftazidime,30,25,83.3
Washington,2026-02,Pseudomonas aeruginosa,Ciprofloxacin,30,21,70.0
Washington,2026-02,Pseudomonas aeruginosa,Meropenem,30,20,66.7
Washington,2026-02,Pseudomonas aeruginosa,Piperacillin-Tazobactam,30,20,66.7
Washington,2026-02,Staphylococcus aureus,Cephalexin,41,39,95.1
Washington,2026-02,Staphylococcus aureus,Clindamycin,41,31,75.6
Washington,2026-02,Staphylococcus aureus,Doxycycline,41,37,90.2
Washington,2026-02,Staphylococcus aureus,Oxacillin,41,41,100.0
Washington,2026-02,Staphylococcus aureus,TMP-SMX,41,36,87.8
Washington,2026-02,Staphylococcus aureus,Vancomycin,41,39,95.1
Washington,2026-02,Streptococcus pneumoniae,Amoxicillin,11,10,90.9
Washington,2026-02,Streptococcus pneumoniae,Azithromycin,11,6,54.5
Washington,2026-02,Streptococcus pneumoniae,Ceftriaxone,11,11,100.0
Washington,2026-02,Streptococcus pneumoniae,Doxycycline,11,6,54.5
Washington,2026-02,Streptococcus pneumoniae,Levofloxacin,11,11,100.0
Washington,2026-02,Streptococcus pneumoniae,Penicillin,11,10,90.9
Washington,2026-03,Enterococcus species,Ampicillin,17,12,70.6
Washington,2026-03,Enterococcus species,Linezolid,17,17,100.0
Washington,2026-03,Enterococcus species,Nitrofurantoin,17,14,82.4
Washington,2026-03,Enterococcus species,Vancomycin,17,14,82.4
Washington,2026-03,Escherichia coli,Amoxicillin-Clavulanate,112,62,55.4
Washington,2026-03,Escherichia coli,Ampicillin,112,52,46.4
Washington,2026-03,Escherichia coli,Ceftriaxone,112,98,87.5
Washington,2026-03,Escherichia coli,Ciprofloxacin,112,71,63.4
Washington,2026-03,Escherichia coli,Fosfomycin,112,100,89.3
Washington,2026-03,Escherichia coli,Nitrofurantoin,112,101,90.2
Washington,2026-03,Escherichia coli,TMP-SMX,112,84,75.0
Washington,2026-03,Haemophilus influenzae,Amoxicillin,11,10,90.9
Washington,2026-03,Haemophilus influenzae,Amoxicillin-Clavulanate,11,9,81.8
Washington,2026-03,Haemophilus influenzae,Azithromycin,11,10,90.9
Washington,2026-03,Haemophilus influenzae,Ceftriaxone,11,8,72.7
Washington,2026-03,Haemophilus influenzae,Doxycycline,11,10,90.9
Washington,2026-03,Klebsiella pneumoniae,Amoxicillin-Clavulanate,27,20,74.1
Washington,2026-03,Klebsiella pneumoniae,Ceftriaxone,27,21,77.8
Washington,2026-03,Klebsiella pneumoniae,Ciprofloxacin,27,21,77.8
Washington,2026-03,Klebsiella pneumoniae,Ertapenem,27,25,92.6
Washington,2026-03,Klebsiella pneumoniae,Nitrofurantoin,27,12,44.4
Washington,2026-03,MRSA,Clindamycin,13,11,84.6
Washington,2026-03,MRSA,Doxycycline,13,10,76.9
Washington,2026-03,MRSA,Linezolid,13,11,84.6
Washington,2026-03,MRSA,TMP-SMX,13,12,92.3
Washington,2026-03,MRSA,Vancomycin,13,13,100.0
Washington,2026-03,Pseudomonas aeruginosa,Cefepime,28,26,92.9
Washington,2026-03,Pseudomonas aeruginosa,Ceftazidime,28,24,85.7
Washington,2026-03,Pseudomonas aeruginosa,Ciprofloxacin,28,22,78.6
Washington,2026-03,Pseudomonas aeruginosa,Meropenem,28,25,89.3
Washington,2026-03,Pseudomonas aeruginosa,Piperacillin-Tazobactam,28,23,82.1
Washington,2026-03,Staphylococcus aureus,Cephalexin,33,31,93.9
Washington,2026-03,Staphylococcus aureus,Clindamycin,33,26,78.8
Washington,2026-03,Staphylococcus aureus,Doxycycline,33,30,90.9
Washington,2026-03,Staphylococcus aureus,Oxacillin,33,33,100.0
Washington,2026-03,Staphylococcus aureus,TMP-SMX,33,32,97.0
Washington,2026-03,Staphylococcus aureus,Vancomycin,33,33,100.0
Washington,2026-03,Streptococcus pneumoniae,Amoxicillin,11,10,90.9
Washington,2026-03,Streptococcus pneumoniae,Azithromycin,11,6,54.5
Washington,2026-03,Streptococcus pneumoniae,Ceftriaxone,11,11,100.0
Washington,2026-03,Streptococcus pneumoniae,Doxycycline,11,7,63.6
Washington,2026-03,Streptococcus pneumoniae,Levofloxacin,11,10,90.9
Washington,2026-03,Streptococcus pneumoniae,Penicillin,11,10,90.9
Washington,2026-04,Enterococcus species,Ampicillin,31,22,71.0
Washington,2026-04,Enterococcus species,Linezolid,31,29,93.5
Washington,2026-04,Enterococcus species,Nitrofurantoin,31,29,93.5
Washington,2026-04,Enterococcus species,Vancomycin,31,25,80.6
Washington,2026-04,Escherichia coli,Amoxicillin-Clavulanate,96,64,66.7
Washington,2026-04,Escherichia coli,Ampicillin,96,49,51.0
Washington,2026-04,Escherichia coli,Ceftriaxone,96,89,92.7
Washington,2026-04,Escherichia coli,Ciprofloxacin,96,60,62.5
Washington,2026-04,Escherichia coli,Fosfomycin,96,91,94.8
Washington,2026-04,Escherichia coli,Nitrofurantoin,96,91,94.8
Washington,2026-04,Escherichia coli,TMP-SMX,96,69,71.9
Washington,2026-04,Haemophilus influenzae,Amoxicillin,7,5,71.4
Washington,2026-04,Haemophilus influenzae,Amoxicillin-Clavulanate,7,5,71.4
